"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude"
14911,9985,"Hoodoo Lake",31796,"Core top",-47,0,9770,-50,-48,-46,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501
14911,9985,"Hoodoo Lake",31797,"Historical documentation",16,16,9770,-50,15,17,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501
14911,9985,"Hoodoo Lake",31798,"Historical documentation",61,30,9770,-50,60,62,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501
14911,9985,"Hoodoo Lake",31799,"Historical documentation",99,34,9770,-50,98,100,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501
14911,9985,"Hoodoo Lake",31800,"Radiocarbon",1620,49.5,9770,-50,1580,1660,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501
14911,9985,"Hoodoo Lake",31801,"Radiocarbon",1825,64.5,9770,-50,1785,1865,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501
14911,9985,"Hoodoo Lake",31802,"Radiocarbon",2245,113.5,9770,-50,2210,2280,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501
14911,9985,"Hoodoo Lake",31803,"Radiocarbon",6595,313.5,9770,-50,6510,6680,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501
14911,9985,"Hoodoo Lake",31804,"Tephra",7627,322,9770,-50,7477,7777,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501
14911,9985,"Hoodoo Lake",31805,"Radiocarbon",8270,400,9770,-50,8110,8430,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501
