"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude"
1817,1759,"North Pond",5069,"Core top",20,0,11000,0,-30,70,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5070,"Biostratigraphic, pollen",150,8,11000,0,100,200,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5071,"Radiocarbon",1760,22.5,11000,0,1595,1925,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5072,"Radiocarbon, average of two or more dates",3725,76.5,11000,0,3425,4025,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5072,"Radiocarbon, average of two or more dates",3725,76.5,11000,0,3425,4025,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5073,"Radiocarbon, average of two or more dates",4440,121.5,11000,0,4140,4740,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5073,"Radiocarbon, average of two or more dates",4440,121.5,11000,0,4140,4740,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5074,"Radiocarbon, average of two or more dates",7615,228,11000,0,7315,7915,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5074,"Radiocarbon, average of two or more dates",7615,228,11000,0,7315,7915,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5075,"Radiocarbon, average of two or more dates",8340,280.5,11000,0,8040,8640,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5075,"Radiocarbon, average of two or more dates",8340,280.5,11000,0,8040,8640,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5076,"Radiocarbon, average of two or more dates",9360,369,11000,0,9060,9660,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5076,"Radiocarbon, average of two or more dates",9360,369,11000,0,9060,9660,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5077,"Radiocarbon",10510,465,11000,0,10270,10750,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
1817,1759,"North Pond",5078,"Radiocarbon",11600,485,11000,0,11320,11880,"COHMAP chron 2","5 averaged C-14 dates from chron001 to allow for linear interpolation. Age bounds for application of the model: top = 0; bottom = 11000.",TRUE,586,-73.05517,-73.05156
