"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude"
16075,10483,"Grass Lake",35306,"Core top",-41,0,35480,450,NA,NA,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRASSCA',depths.file=TRUE)

Bacon settings: 
0 #d.min
1639 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1537,-122.1965,-122.1378
16075,10483,"Grass Lake",35307,"Tephra",NA,1390,35480,450,NA,NA,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRASSCA',depths.file=TRUE)

Bacon settings: 
0 #d.min
1639 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1537,-122.1965,-122.1378
16075,10483,"Grass Lake",35308,"Tephra",71500,1639,35480,450,65000,78000,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRASSCA',depths.file=TRUE)

Bacon settings: 
0 #d.min
1639 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1537,-122.1965,-122.1378
16075,10483,"Grass Lake",35309,"Radiocarbon",6640,143.5,35480,450,6570,6710,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRASSCA',depths.file=TRUE)

Bacon settings: 
0 #d.min
1639 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1537,-122.1965,-122.1378
16075,10483,"Grass Lake",35310,"Radiocarbon",3640,292.5,35480,450,3570,3710,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRASSCA',depths.file=TRUE)

Bacon settings: 
0 #d.min
1639 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1537,-122.1965,-122.1378
16075,10483,"Grass Lake",35311,"Radiocarbon",18980,324,35480,450,18900,19060,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRASSCA',depths.file=TRUE)

Bacon settings: 
0 #d.min
1639 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1537,-122.1965,-122.1378
16075,10483,"Grass Lake",35312,"Radiocarbon",15310,369.5,35480,450,15220,15400,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRASSCA',depths.file=TRUE)

Bacon settings: 
0 #d.min
1639 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1537,-122.1965,-122.1378
16075,10483,"Grass Lake",35313,"Radiocarbon",23510,383.5,35480,450,23380,23640,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRASSCA',depths.file=TRUE)

Bacon settings: 
0 #d.min
1639 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1537,-122.1965,-122.1378
16075,10483,"Grass Lake",35314,"Radiocarbon",12810,409.5,35480,450,12700,12920,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRASSCA',depths.file=TRUE)

Bacon settings: 
0 #d.min
1639 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1537,-122.1965,-122.1378
16075,10483,"Grass Lake",35315,"Radiocarbon",16160,485.5,35480,450,15990,16330,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('GRASSCA',depths.file=TRUE)

Bacon settings: 
0 #d.min
1639 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1537,-122.1965,-122.1378
