"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error","cc","keep"
20618,13629,"Quag Pond",41484,"Core top",-44,0,970,-50,-46,-43,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,1.5,0,1
20618,13629,"Quag Pond",41485,"Lead-210",-40,1,970,-50,-41,-39,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,1,0,1
20618,13629,"Quag Pond",41486,"Lead-210",-37,2,970,-50,-38,-36,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,1,0,1
20618,13629,"Quag Pond",41487,"Lead-210",-29,3,970,-50,-30,-28,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,1,0,1
20618,13629,"Quag Pond",41488,"Lead-210",-15,4,970,-50,-17,-13,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,2,0,1
20618,13629,"Quag Pond",41489,"Lead-210",-8,5,970,-50,-11,-5,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,3,0,1
20618,13629,"Quag Pond",41490,"Lead-210",0,6,970,-50,-4,4,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,4,0,1
20618,13629,"Quag Pond",41491,"Lead-210",2,7,970,-50,-2,6,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,4,0,1
20618,13629,"Quag Pond",41492,"Lead-210",5,8,970,-50,1,9,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,4,0,1
20618,13629,"Quag Pond",41493,"Lead-210",8,9,970,-50,3,13,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('QUAG',depths.file=TRUE)

Bacon settings: 
0 #d.min
68.5 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,332,-71.9574,-71.9565,5,0,1
