"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error","cc","keep"
16133,10508,"Ruby Marsh",35477,"Core top",-30,0,26780,-30,NA,NA,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('RUBYMRSH',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
540.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1818,-115.518,-115.4918,32,0,1
16133,10508,"Ruby Marsh",35478,"Radiocarbon",510,36,26780,-30,430,590,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('RUBYMRSH',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
540.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1818,-115.518,-115.4918,80,1,1
16133,10508,"Ruby Marsh",35479,"Radiocarbon",2350,55.5,26780,-30,2000,2700,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('RUBYMRSH',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
540.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1818,-115.518,-115.4918,350,1,1
16133,10508,"Ruby Marsh",35480,"Radiocarbon",4140,76,26780,-30,4000,4280,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('RUBYMRSH',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
540.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1818,-115.518,-115.4918,140,1,1
16133,10508,"Ruby Marsh",35481,"Radiocarbon",4300,85.5,26780,-30,3970,4630,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('RUBYMRSH',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
540.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1818,-115.518,-115.4918,330,1,1
16133,10508,"Ruby Marsh",35482,"Radiocarbon",4670,88.5,26780,-30,4520,4820,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('RUBYMRSH',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
540.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1818,-115.518,-115.4918,150,1,1
16133,10508,"Ruby Marsh",35483,"Tephra",6900,188.5,26780,-30,6890,6910,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('RUBYMRSH',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
540.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1818,-115.518,-115.4918,10,0,1
16133,10508,"Ruby Marsh",35484,"Radiocarbon",9770,380.5,26780,-30,9350,10190,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('RUBYMRSH',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
540.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1818,-115.518,-115.4918,420,1,1
16133,10508,"Ruby Marsh",35485,"Radiocarbon",15790,408.5,26780,-30,14910,16670,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('RUBYMRSH',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
540.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1818,-115.518,-115.4918,880,1,1
16133,10508,"Ruby Marsh",35486,"Radiocarbon",21500,450.5,26780,-30,20400,22600,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('RUBYMRSH',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
540.5 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1818,-115.518,-115.4918,1100,1,1
