"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude"
20838,13683,"Purple Lake",41914,"Radiocarbon",2160,68,8730,-60,2135,2185,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41915,"Radiocarbon",3920,119,8730,-60,3895,3945,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41916,"Radiocarbon",6920,197,8730,-60,6890,6950,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41917,"Radiocarbon",7852,276,8730,-60,7825,7879,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41918,"Core top",-57,0,8730,-60,-58,-56,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41919,"Lead-210",-53,2,8730,-60,-54,-52,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41920,"Lead-210",-44,4,8730,-60,-45,-43,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41921,"Lead-210",-33,6,8730,-60,-34,-32,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41922,"Lead-210",-21,8,8730,-60,-22,-20,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41923,"Lead-210",-13,10,8730,-60,-15,-11,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41924,"Lead-210",-8,12,8730,-60,-11,-5,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41925,"Lead-210",-3,14,8730,-60,-6,0,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41926,"Lead-210",6,16,8730,-60,2,10,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41927,"Lead-210",23,18,8730,-60,16,30,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
20838,13683,"Purple Lake",41928,"Lead-210",39,20,8730,-60,29,49,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('PURPLE',depths.file=TRUE)

Bacon settings:
0 #d.min
276 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,3226,-111.57316,-111.56914
